links001;;;;;;;;;;;;;;;
Date:;04.02.2008;;;;;;;;;;;;;;
Time:;16:29:01;;;;;;;;;;;;;;
Type:;;;;;;;;;;;;;;;
Description:;;;;;;;;;;;;;;;
Notes:;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
120;Hz;;;;;;;;;;;;;;
;LUPA;;;LELB;;;LFRM;;;LSHO;;;LFIN;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
387;-312,660933;-27,930718;1369,513844;-328,647605;-38,966383;1216,696749;-368,473588;17,881568;1099,407036;-267,365742;52,281317;1543,410393;-375,806838;96,077083;972,146905
388;-310,682432;-28,559609;1369,056058;-326,728491;-38,953107;1216,512456;-366,666834;17,9248;1099,142907;-266,204179;51,548088;1543,236774;-373,926104;96,313468;971,964676
389;-308,646355;-29,231155;1368,799232;-324,686048;-39,014158;1216,403589;-364,763567;17,786898;1098,994136;-264,902776;50,775568;1543,243089;-372,052937;96,327122;971,939606
390;-306,515563;-29,959053;1368,619201;-322,501287;-39,222568;1216,416695;-362,739454;17,59604;1098,815821;-263,488021;49,924205;1543,445036;-370,188449;96,171236;971,982328
391;-304,259023;-30,801558;1368,534633;-320,217532;-39,445152;1216,386101;-360,594439;17,220606;1098,801043;-262,001401;49,114711;1543,736859;-368,267598;95,894895;971,975356
392;-302,038921;-31,726201;1368,582642;-317,702779;-39,759183;1216,231841;-358,27349;16,648838;1098,920774;-260,562528;48,299428;1544,103414;-366,312931;95,417852;972,028212
393;-299,904213;-32,656811;1368,720141;-315,008283;-40,248782;1216,075133;-355,814983;15,985387;1099,062356;-259,181336;47,402988;1544,467874;-364,328068;94,666473;972,2207
394;-297,736325;-33,499384;1368,864944;-311,677534;-40,977071;1216,034015;-353,240189;15,208207;1099,301789;-257,746898;46,496952;1544,816079;-362,328373;93,733649;972,362745
395;-295,54839;-34,235283;1369,003219;-307,610408;-41,807988;1215,987187;-350,759513;14,356177;1099,522738;-256,221975;45,656595;1545,257336;-360,185569;92,686856;972,366033
396;-293,505555;-34,901354;1369,113108;-304,213264;-42,379963;1216,01176;-348,391504;13,470989;1099,544526;-254,569672;44,911393;1545,625735;-357,95089;91,449561;972,311593
397;-291,668906;-35,541026;1369,216382;-301,651467;-42,869732;1216,193557;-345,942247;12,550984;1099,522567;-252,876309;44,18611;1545,914696;-355,727527;90,078093;972,139715
398;-289,868059;-36,185895;1369,36037;-299,174674;-43,568257;1216,37406;-343,457843;11,433689;1099,426919;-251,218406;43,434746;1546,286644;-353,379909;88,735957;971,853307
399;-288,104215;-36,776814;1369,425273;-296,755904;-44,380611;1216,460935;-340,952196;10,063553;1099,29578;-249,56684;42,597005;1546,617107;-350,973936;87,452405;971,695274
400;-286,414881;-37,334448;1369,322763;-294,179628;-45,127359;1216,360769;-338,496534;8,739965;1099,241062;-247,956796;41,717894;1546,731063;-348,604133;86,134437;971,455103
401;-284,659222;-37,941906;1369,173711;-291,492033;-45,704593;1216,076567;-336,119809;7,501178;1098,924352;-246,397722;40,882697;1546,710038;-345,815378;84,867548;970,474623
402;-282,818476;-38,561613;1369,111407;-289,138676;-46,335045;1215,873314;-333,730344;6,215237;1098,435813;-244,800159;39,981897;1546,699715;-343,080873;83,433837;969,537197
403;-280,967127;-39,205451;1369,057751;-286,964129;-47,175668;1215,726655;-331,311676;4,953231;1098,003982;-243,173203;38,995359;1546,650607;-341,222697;81,621098;969,539427
404;-279,106163;-39,912887;1368,900037;-284,665228;-47,954957;1215,441195;-328,929662;3,723081;1097,471716;-241,572861;38,095916;1546,453025;-339,374541;79,91572;969,312588
405;-277,182611;-40,68722;1368,486893;-282,323196;-48,686133;1215,155353;-326,603142;2,505649;1096,954261;-239,957266;37,267995;1546,105599;-337,089419;78,392228;968,428153
406;-275,232006;-41,545854;1367,834352;-280,003612;-49,535843;1214,687854;-324,290316;1,247489;1096,453429;-238,288401;36,422991;1545,772764;-334,691422;76,836583;967,513426
407;-273,273124;-42,486743;1367,271712;-277,712544;-50,469411;1214,008626;-322,053929;-0,047581;1095,823941;-236,646557;35,635642;1545,507775;-332,185733;75,362071;966,597418
408;-271,270432;-43,448545;1366,795382;-275,604458;-51,480632;1213,578658;-319,944759;-1,345073;1095,186442;-235,076303;34,856302;1545,053574;-329,795629;73,874983;965,675969
409;-269,327805;-44,471785;1366,176267;-273,634842;-52,4011;1213,209954;-317,86443;-2,729326;1094,448293;-233,517684;34,094059;1544,362471;-327,52306;72,323211;964,596661
410;-267,47345;-45,554865;1365,49247;-271,494548;-53,247495;1212,51937;-315,719169;-4,022768;1093,531082;-231,912405;33,360878;1543,593796;-325,073668;70,622995;963,283168
411;-265,590949;-46,533583;1364,815215;-269,372505;-54,121768;1211,65833;-313,541039;-5,194371;1092,600003;-230,252489;32,559478;1542,729854;-322,53752;68,660875;962,019018
412;-263,642186;-47,405106;1364,000485;-267,44091;-55,046106;1210,90757;-311,385033;-6,522983;1091,695173;-228,661064;31,760347;1541,852617;-320,124618;66,791607;960,824057
413;-261,662002;-48,287643;1362,981385;-265,449849;-56,052768;1210,113866;-309,330273;-7,87242;1090,682556;-227,150491;31,00204;1540,987619;-317,88405;65,006117;959,643343
414;-259,750332;-49,227176;1361,890917;-263,256443;-56,774063;1208,760787;-307,415834;-9,176029;1089,480796;-225,66325;30,265877;1539,982979;-315,756715;63,099003;958,423564
415;-257,885717;-50,266279;1360,854963;-261,146116;-57,473893;1207,384862;-305,533973;-10,636682;1088,26144;-224,152323;29,546359;1538,887955;-313,690683;61,217921;957,065407
416;-256,042194;-51,342418;1359,791722;-259,684791;-58,955558;1206,851841;-303,67162;-12,157132;1087,085881;-222,700176;28,688595;1537,749153;-311,850787;59,354462;955,676301
417;-254,283212;-52,314377;1358,587532;-256,98867;-62,590018;1207,684947;-301,996091;-13,636423;1085,870011;-221,302591;27,733056;1536,490653;-310,208129;57,48485;954,282943
418;-252,54059;-53,278729;1357,268753;-255,01076;-64,345263;1206,890706;-300,378763;-15,101827;1084,738262;-219,77235;26,918622;1535,175355;-308,70052;55,626953;952,929068
419;-250,810055;-54,372756;1356,009598;-253,448909;-65,195404;1205,634448;-298,750574;-16,676674;1083,676644;-218,25714;26,093285;1533,922736;-307,481969;53,845597;951,701414
420;-249,058942;-55,538059;1354,784085;-251,812756;-65,720574;1203,846818;-297,487163;-18,418464;1082,420665;-216,871635;25,073887;1532,595791;-306,507243;52,266084;950,49346
421;-247,213414;-56,665076;1353,479126;-250,239456;-65,801988;1201,473141;-296,526201;-20,124054;1081,031731;-215,535537;24,046515;1531,083894;-305,741438;50,775854;949,330033
422;-245,358491;-57,648169;1352,274074;-248,795223;-66,391148;1199,892246;-295,596727;-21,746236;1079,822579;-214,161639;23,138201;1529,803609;-305,38827;49,281329;948,365996
423;-243,518348;-58,619842;1351,220236;-247,099927;-67,832682;1198,990994;-294,730671;-23,31097;1078,935772;-212,678012;22,239549;1528,853331;-305,477512;47,865525;947,565297
424;-241,689513;-59,80379;1350,235031;-246,716282;-68,615188;1195,740305;-294,071935;-24,822911;1078,331969;-211,190804;21,236861;1527,878395;-305,85978;46,478496;946,969818
425;-239,782951;-61,042628;1349,342562;-245,655624;-69,745928;1195,374372;-293,722804;-26,395653;1077,982612;-209,765241;20,156667;1526,950079;-306,626706;45,16101;946,76084
426;-237,81113;-62,183407;1348,717803;-244,291044;-70,887626;1196,952029;-293,557961;-27,855601;1077,878381;-208,310359;19,083373;1526,303074;-307,902409;44,009783;946,972487
427;-235,893331;-63,350248;1348,440195;-243,300227;-71,616106;1196,71344;-293,714777;-29,052374;1077,946196;-206,781613;18,020994;1526,017828;-309,557864;42,920002;947,472501
428;-233,802099;-64,53803;1348,447052;-242,639177;-72,159748;1195,788082;-294,278274;-30,093424;1078,374443;-205,338282;16,871967;1526,045481;-311,613895;41,908418;948,218537
429;-231,593721;-65,692061;1348,753867;-241,770062;-72,919757;1197,289586;-295,100327;-30,935467;1079,336601;-203,874217;15,724998;1526,289091;-314,202081;41,121935;949,347288
430;-229,636587;-66,872387;1349,299861;-241,269327;-73,67297;1199,24298;-296,462441;-31,565945;1080,796105;-202,20574;14,762949;1526,667128;-317,268383;40,580295;951,047496
431;-227,029702;-68,181989;1350,00126;-241,428934;-73,877208;1200,245938;-298,379178;-31,955105;1082,678906;-200,519918;13,82647;1527,190286;-320,80169;40,220163;953,259918
432;-222,712418;-69,696596;1350,784726;-241,883932;-74,125516;1201,776152;-300,483568;-32,019234;1084,716503;-198,839208;12,853719;1527,98289;-324,694786;40,058838;955,577088
433;-221,087158;-70,398887;1351,539585;-242,577244;-74,546138;1203,755181;-302,866528;-31,895513;1086,934273;-197,088439;12,062901;1528,947978;-330,108381;40,937786;959,752022
434;-219,713911;-70,969224;1352,727496;-243,378973;-74,429493;1205,323632;-305,654976;-31,793649;1089,489249;-195,246459;11,396088;1529,89245;-335,51966;41,558339;962,73244
435;-218,82612;-71,341784;1354,211817;-244,400374;-74,248564;1206,944955;-308,732065;-31,684451;1092,264021;-193,328136;10,61916;1531,015563;-341,884896;41,830565;965,807689
436;-218,423857;-71,567579;1355,610114;-245,794415;-74,322852;1208,825976;-312,053576;-31,439616;1095,182067;-191,441676;9,73258;1532,444;-348,25531;42,11861;969,639162
437;-218,114062;-71,768273;1356,846211;-247,438188;-74,372219;1210,721236;-315,732781;-31,279989;1098,334819;-189,659458;8,815071;1533,845257;-354,035347;42,565579;973,63903
438;-217,781814;-71,982308;1358,104833;-249,264352;-74,350284;1212,775519;-319,618932;-31,159345;1101,648143;-187,87745;7,823197;1535,005629;-360,54888;42,802391;977,838644
439;-217,838163;-72,203804;1359,65186;-251,197755;-74,181141;1214,94511;-323,51327;-30,875802;1104,922126;-185,987976;6,778882;1535,96605;-367,736503;42,995818;982,393735
440;-218,910652;-72,188944;1361,374525;-253,149988;-73,809141;1216,897587;-327,634445;-30,675299;1108,302846;-184,083383;5,733551;1536,919749;-375,088411;43,283249;987,229873
441;-220,523991;-71,957849;1362,862062;-255,169925;-73,300587;1218,746091;-331,911704;-30,492954;1111,908789;-182,229057;4,697926;1538,122509;-382,647303;43,445339;992,275249
442;-221,298885;-71,951283;1364,362486;-257,22877;-72,753453;1220,749598;-336,188557;-30,247319;1115,585903;-180,404344;3,664239;1539,39009;-390,326955;43,438015;997,374904
443;-221,435017;-72,118324;1366,10342;-259,357714;-72,348195;1222,623735;-340,51364;-30,100017;1119,29177;-178,533542;2,662401;1540,358092;-398,111584;43,296745;1002,564147
444;-221,504339;-72,252906;1367,600646;-261,639264;-72,139279;1224,465252;-344,863445;-29,973462;1123,057137;-176,634538;1,730888;1541,139737;-406,058896;43,045244;1007,995677
445;-221,52198;-72,423118;1368,774198;-263,856129;-71,778377;1226,394481;-349,186945;-29,898529;1126,728568;-174,783222;0,735675;1541,938279;-414,014955;42,709693;1013,726409
446;-221,575597;-72,637971;1370,004606;-266,051667;-71,313342;1228,289718;-353,347715;-29,923625;1130,175578;-172,972108;-0,237444;1542,704173;-421,711535;42,344175;1019,655609
447;-221,528421;-72,805595;1371,165065;-268,392115;-70,981015;1230,135791;-357,377478;-29,903899;1133,614986;-171,287172;-1,015882;1543,360853;-429,254115;41,808231;1025,500833
448;-221,325913;-73,078827;1372,033671;-270,660698;-70,634716;1231,78048;-361,41904;-29,939964;1137,275107;-169,781212;-1,754296;1543,897017;-436,730799;40,94756;1031,334542
449;-221,069003;-73,587041;1372,748925;-272,753587;-70,273021;1233,331098;-365,417207;-30,170467;1141,009858;-168,335179;-2,516652;1544,330322;-444,046119;39,872579;1037,23725
450;-220,724433;-74,147243;1373,483005;-274,670273;-69,968441;1235,165121;-369,243658;-30,478669;1144,686356;-166,868594;-3,230916;1544,702273;-451,119779;38,663173;1043,020178
451;-220,205618;-74,601158;1374,297792;-276,391219;-69,628256;1236,861762;-372,738854;-30,884822;1148,239503;-165,350208;-3,855158;1545,102445;-458,024958;37,197175;1048,750619
452;-219,656732;-75,010827;1375,244772;-278,06709;-69,191411;1238,292097;-376,020324;-31,448471;1151,510977;-163,811218;-4,437011;1545,465263;-464,790523;35,324308;1054,518727
453;-219,227644;-75,531905;1376,202335;-279,585318;-68,794929;1239,739976;-379,272018;-32,048274;1154,657444;-162,352192;-5,08569;1545,716936;-471,074339;33,064635;1060,117406
454;-218,838406;-76,030551;1376,941015;-280,725188;-68,432798;1240,749742;-382,15983;-32,771935;1157,958237;-160,949803;-5,85281;1545,899723;-476,664057;30,573293;1065,444736
455;-218,377001;-76,367043;1377,56396;-281,611716;-68,114143;1241,745752;-384,608196;-33,719046;1161,203277;-159,586782;-6,664279;1546,050882;-482,018867;27,88721;1070,810076
456;-217,902652;-76,594208;1378,072011;-282,441575;-67,88606;1242,877508;-386,876986;-34,783414;1164,176533;-158,252962;-7,364661;1546,231426;-487,288907;25,119586;1076,16747
457;-217,467841;-76,744183;1378,475208;-283,210605;-67,661499;1243,672251;-388,929374;-35,953519;1166,997019;-156,91813;-8,13467;1546,457201;-492,148281;22,319932;1081,236352
458;-216,956752;-76,895681;1378,816917;-283,841754;-67,417236;1244,447451;-390,823701;-37,108475;1169,742761;-155,635639;-9,077218;1546,688843;-496,637896;19,364624;1086,074959
459;-216,398338;-77,121044;1378,99805;-284,645334;-67,08737;1245,309489;-392,625894;-38,10475;1172,410168;-154,381815;-10,062915;1546,894588;-500,925836;16,477607;1090,689375
460;-215,078877;-77,393004;1378,850307;-285,782017;-66,702596;1246,405138;-394,422358;-38,96159;1174,988197;-153,163473;-11,170431;1547,087522;-505,131668;13,857976;1095,166147
461;-212,679309;-77,563826;1378,247903;-287,082752;-66,227154;1247,605763;-396,418737;-39,665424;1177,570199;-151,926882;-12,295111;1547,325083;-509,216431;11,462515;1099,65442
462;-210,730416;-77,662961;1377,633187;-288,512861;-65,575246;1248,564501;-398,613409;-40,26451;1180,222387;-150,628519;-13,337771;1547,631601;-513,043946;9,175302;1104,155688
463;-209,445169;-77,777926;1377,279294;-289,802066;-64,900575;1249,794579;-400,856012;-40,86744;1182,936834;-149,458624;-14,433792;1547,897827;-516,662414;6,789135;1108,589342
464;-207,975376;-77,792405;1377,101882;-290,668204;-64,339569;1251,303486;-402,933022;-41,366436;1185,570818;-148,42529;-15,50826;1548,164848;-519,949764;4,277641;1112,652646
465;-206,671385;-77,679696;1377,230652;-291,49535;-63,72095;1252,28934;-404,829856;-41,767682;1188,243883;-147,343223;-16,408767;1548,489056;-522,796267;1,618154;1116,3213
466;-205,854006;-77,478205;1377,617482;-292,113674;-61,767206;1253,519245;-406,484919;-42,403074;1191,047011;-146,202356;-17,198597;1548,703634;-525,351359;-1,18463;1119,790152
467;-205,300184;-77,235521;1378,035837;-291,734434;-57,542895;1256,406031;-407,354561;-43,186586;1193,371958;-145,095705;-17,947805;1548,810017;-527,690128;-4,04402;1122,969765
468;-204,899506;-77,011691;1378,56955;-292,79031;-59,502908;1254,762342;-407,416289;-43,812805;1195,290508;-143,990266;-18,680941;1548,962396;-529,87118;-6,971789;1125,807111
469;-204,666787;-76,7601;1379,188673;-292,972488;-55,01942;1259,304484;-407,653051;-44,384354;1197,428401;-142,896319;-19,467818;1549,286588;-531,965255;-9,854101;1128,607663
470;-204,395709;-76,429218;1379,676983;-294,215965;-54,195959;1261,618774;-408,503215;-44,982278;1199,815557;-141,864149;-20,351926;1549,785292;-534,242074;-12,559736;1131,653936
471;-203,919222;-76,07394;1380,217497;-296,043201;-52,903647;1264,487225;-409,854805;-45,493442;1202,62562;-140,820159;-21,305221;1550,23618;-536,957846;-15,084757;1135,023974
472;-203,484105;-75,563668;1380,814738;-298,229578;-51,345946;1267,646925;-411,916977;-45,855016;1206,131378;-139,733708;-22,165272;1550,592071;-540,01979;-17,4256;1138,93105
473;-203,281305;-74,765227;1381,363012;-300,636768;-49,882887;1271,016476;-414,627323;-46,19194;1210,148913;-138,60438;-22,87588;1551,087822;-543,455692;-19,668029;1143,49143
474;-203,305054;-73,788275;1382,174027;-303,207126;-48,549836;1274,5533;-417,810455;-46,704213;1214,600063;-137,518122;-23,449626;1551,719229;-547,310199;-21,965447;1148,538777
475;-203,704831;-72,816565;1383,488149;-305,929276;-47,33182;1278,230602;-421,250955;-47,274076;1219,569823;-136,497263;-23,835561;1552,32375;-551,371152;-24,262692;1153,95519
476;-204,607442;-71,877387;1385,174839;-308,812351;-46,183647;1282,091687;-424,575667;-47,673811;1224,975564;-135,373409;-24,15843;1552,901034;-555,505054;-26,510151;1159,830225
477;-206,080716;-70,880632;1386,988282;-311,716447;-44,959644;1286,113591;-427,791198;-48,083309;1230,673188;-134,229609;-24,444729;1553,48189;-559,612679;-28,804046;1166,135845
478;-207,90565;-69,987878;1389,109407;-314,737947;-43,742086;1290,346499;-431,073346;-48,654243;1236,534325;-133,156433;-24,628259;1554,159019;-563,766364;-31,115413;1172,819222
479;-209,817072;-69,177392;1391,538237;-317,842367;-42,605331;1294,921867;-434,509175;-49,219893;1242,602767;-132,061859;-24,801022;1554,924141;-568,11002;-33,540904;1179,772282
480;-211,988353;-68,382756;1394,06485;-320,960859;-41,612759;1299,790689;-437,920409;-49,79885;1248,88438;-131,049365;-25,023469;1555,560153;-572,357611;-36,132807;1186,877101
481;-214,227708;-67,725049;1396,787987;-324,139728;-40,806341;1304,80414;-441,091059;-50,40317;1255,310655;-130,217974;-25,22198;1556,268287;-576,234199;-38,647162;1194,232779
482;-216,24478;-67,249673;1399,570454;-327,180517;-40,072603;1309,865905;-444,192967;-50,909734;1261,809472;-129,438034;-25,363538;1557,153056;-579,946314;-41,012812;1201,864241
483;-218,147077;-66,962763;1402,411408;-330,018391;-39,399093;1314,723347;-447,389558;-51,51128;1268,309793;-128,607868;-25,565935;1558,04346;-583,783171;-43,29347;1209,894235
484;-219,81589;-66,776584;1405,458069;-333,223562;-39,130482;1319,653541;-450,605464;-52,32671;1275,073268;-127,818038;-25,864905;1559,066546;-587,724138;-45,521604;1218,439355
485;-221,255117;-66,662822;1408,502275;-336,55713;-39,252022;1324,810069;-453,752164;-53,115126;1282,126825;-127,095803;-26,197972;1560,01173;-591,758542;-47,527832;1227,443821
486;-222,647324;-66,694265;1411,451616;-338,745092;-39,102248;1329,550797;-456,983846;-53,783449;1289,05994;-126,358988;-26,457878;1560,769724;-595,957166;-49,178585;1236,909588
487;-223,74108;-66,891863;1414,280242;-341,803408;-39,282693;1334,917101;-460,601596;-54,536556;1296,008596;-125,596743;-26,674341;1561,642771;-600,295983;-50,683834;1246,759425
488;-224,555361;-67,155934;1416,816959;-344,830396;-39,626189;1340,275485;-464,500955;-55,52583;1303,286741;-124,825732;-26,989455;1562,710523;-604,702237;-52,200936;1256,776545
489;-225,383542;-67,389185;1419,255557;-347,701245;-40,005184;1345,646854;-468,11051;-56,176019;1310,437483;-124,071637;-27,272236;1563,831298;-608,989782;-53,751125;1266,934725
490;-226,104117;-67,534349;1421,69587;-350,597386;-40,353626;1351,041566;-471,203407;-56,256644;1317,463809;-123,450496;-27,491773;1564,819586;-613,108006;-55,250703;1277,526706
491;-226,625506;-67,564103;1424,031082;-353,458665;-40,822921;1356,399112;-474,202442;-56,575495;1324,965065;-122,889567;-27,817261;1565,773832;-617,305991;-56,657681;1288,319306
492;-227,098366;-67,622247;1426,353167;-356,180813;-41,425892;1361,86557;-477,544907;-57,220163;1332,843395;-122,207567;-28,240939;1566,81152;-621,569463;-58,014514;1298,861307
493;-227,594945;-67,574373;1428,569407;-358,928347;-42,06978;1367,665781;-480,876496;-57,682051;1340,61908;-121,483848;-28,642527;1567,895969;-625,659282;-59,314385;1309,512504
494;-228,044092;-67,272836;1430,675413;-361,716911;-42,680831;1373,624598;-483,861409;-58,122363;1348,340173;-120,786673;-29,001522;1568,972864;-629,686346;-60,739755;1320,709977
495;-228,517733;-67,121788;1433,056075;-364,183667;-42,440561;1379,136625;-486,826895;-58,803698;1356,345085;-120,10971;-29,420692;1569,933564;-633,439957;-61,9383;1332,012528
496;-229,301175;-67,233425;1435,857339;-366,188057;-40,519593;1383,942802;-489,707998;-59,41971;1364,47211;-119,493841;-29,887839;1570,898927;-636,811047;-62,753907;1343,434555
497;-230,544476;-67,48848;1438,838526;-368,665835;-41,349686;1389,635745;-492,426218;-59,974127;1372,717723;-118,862377;-30,285435;1571,897112;-639,907629;-63,723003;1355,313195
498;-231,841299;-67,903946;1441,885655;-370,936842;-42,028447;1395,405144;-495,228239;-60,64654;1381,081591;-118,14636;-30,638302;1572,887981;-642,457564;-64,569097;1367,083489
499;-232,978126;-68,504954;1445,055602;-373,221226;-43,016273;1401,388436;-497,961482;-61,361075;1389,355635;-117,419155;-31,08577;1574,065001;-644,862697;-65,3114;1378,776915
500;-234,097109;-69,268824;1448,224232;-375,294287;-43,925814;1407,209258;-500,393527;-62,110842;1397,621663;-116,685495;-31,574702;1575,247793;-647,519469;-66,30053;1390,695011
501;-235,247325;-70,188061;1451,338276;-377,079054;-44,683821;1412,639105;-502,756911;-62,863129;1405,893307;-116,023591;-32,129047;1576,391181;-650,024964;-67,336941;1402,691464
502;-236,484061;-71,235432;1454,674783;-378,879168;-45,761263;1417,97917;-505,009546;-63,616095;1414,102758;-115,49391;-32,772564;1577,651325;-652,082052;-68,175468;1414,33205
503;-237,487765;-72,227545;1458,145439;-380,591931;-47,028019;1423,163356;-506,979494;-64,514113;1422,209482;-114,897214;-33,191202;1578,793304;-654,050656;-68,860025;1425,523517
504;-238,12762;-73,160563;1461,391026;-382,06641;-48,182575;1427,934722;-508,817526;-65,588879;1430,166005;-114,214902;-33,456562;1579,730282;-656,101479;-69,615186;1436,754175
505;-238,675082;-74,038242;1464,405928;-383,437942;-49,21327;1432,559953;-510,324555;-66,598168;1437,883686;-113,552713;-33,705937;1580,714135;-657,740452;-70,347139;1448,04653
506;-239,010585;-74,87685;1467,261636;-384,690504;-50,308951;1437,038288;-511,417607;-67,729788;1445,364266;-112,822376;-33,810456;1581,799863;-658,703655;-70,967084;1459,152834
507;-239,087031;-75,833788;1469,835836;-385,676369;-51,647089;1441,081441;-512,442377;-68,934688;1452,457133;-112,061891;-33,909237;1582,626156;-658,96094;-71,672018;1470,740299
508;-239,137639;-76,899015;1472,239049;-386,516303;-53,036537;1444,981708;-513,379646;-69,69406;1459,009269;-111,382377;-34,048851;1583,281234;-659,074759;-72,61235;1482,695021
509;-239,01779;-77,903106;1474,504469;-387,372294;-54,266613;1449,018757;-513,97998;-70,304639;1465,21067;-110,58009;-34,222958;1584,038603;-659,609279;-73,518463;1492,919401
510;-238,681076;-78,790922;1476,460419;-387,996337;-55,468868;1452,90956;-514,292649;-71,138888;1471,068322;-109,590401;-34,420872;1584,745509;-660,023461;-74,112317;1501,273657
511;-238,429502;-79,830389;1478,252163;-388,348738;-56,728366;1456,500674;-514,519534;-72,082395;1476,645995;-108,765161;-34,470575;1585,402118;-659,889385;-74,39974;1508,810116
512;-238,150763;-81,110752;1479,990694;-388,796098;-58,01078;1460,101928;-514,713739;-73,09731;1482,076932;-108,148665;-34,420259;1586,059318;-659,538572;-74,69177;1515,651522
513;-237,530175;-82,30224;1481,800471;-389,171578;-59,127306;1463,493267;-514,620532;-73,956652;1487,200856;-107,499506;-34,42857;1586,49692;-659,322388;-75,163261;1522,177378
514;-237,662379;-83,507111;1483,606999;-389,345848;-59,974321;1466,589469;-514,281078;-74,702289;1491,871684;-106,791576;-34,467152;1586,803271;-658,98088;-75,568212;1528,176987
515;-237,463696;-84,149231;1485,124417;-389,639147;-60,642422;1470,036168;-513,903056;-75,476183;1496,05038;-106,119444;-34,451037;1587,196557;-658,429621;-76,026718;1533,36639
516;-237,356623;-84,445083;1486,511775;-389,215303;-61,108472;1472,471597;-513,492816;-76,09014;1499,803167;-105,51077;-34,496034;1587,566446;-657,875945;-76,506956;1537,747214
517;-237,408475;-84,546649;1487,754157;-388,837493;-61,202317;1474,674268;-513,06659;-76,387684;1502,953865;-104,863729;-34,617064;1587,957512;-657,41544;-77,245334;1541,65049
518;-237,445919;-84,373625;1489,055953;-388,571259;-61,272104;1476,81121;-512,598151;-76,603787;1505,533042;-104,088687;-34,655497;1588,335242;-656,920192;-78,048121;1544,695841
519;-237,338928;-84,07891;1490,483477;-388,413979;-61,423457;1478,919346;-512,108848;-77,066129;1507,666066;-103,295023;-34,658894;1588,542524;-655,975068;-78,029821;1545,86029
520;-236,960402;-83,778452;1491,733017;-387,937707;-61,28087;1480,425986;-511,573323;-77,431656;1508,908693;-102,570385;-34,63501;1588,724429;-655,02037;-77,929648;1546,196179
521;-236,298757;-83,494957;1492,699223;-387,225044;-60,905503;1481,406247;-511,00965;-77,528724;1509,369568;-101,854738;-34,46904;1588,863696;-654,446181;-78,32554;1546,362707
522;-235,537284;-83,174578;1493,517213;-386,664882;-60,325766;1482,119173;-510,394654;-77,316684;1509,365898;-101,115486;-34,220525;1588,855904;-654,001102;-78,906157;1545,928963
523;-234,947862;-82,698132;1494,144301;-386,140384;-59,553328;1482,693152;-509,654574;-76,877303;1508,916743;-100,424116;-34,004539;1588,873064;-653,621911;-79,613034;1545,113845
524;-234,495374;-82,135013;1494,476571;-385,521166;-59,10361;1483,541264;-508,951503;-76,632866;1508,061601;-99,89148;-33,76889;1588,922122;-653,210238;-80,268666;1543,745051
525;-234,144923;-81,559796;1494,679717;-384,934821;-58,095646;1482,879169;-508,441585;-76,602521;1506,851665;-99,460841;-33,495708;1588,903372;-652,759823;-80,830366;1541,8251
526;-233,873306;-80,953856;1494,688072;-384,231899;-57,150688;1482,188681;-507,885077;-76,49758;1505,546098;-98,964858;-33,229298;1588,761207;-652,32006;-81,293208;1539,638782
527;-233,572306;-80,298284;1494,254527;-383,646804;-56,421997;1481,646077;-507,07531;-76,133664;1504,146201;-98,516328;-32,983328;1588,560741;-651,846332;-81,684481;1537,319356
528;-233,256;-79,589772;1493,543896;-383,05831;-55,778695;1481,098504;-506,34152;-75,673604;1502,495314;-98,272886;-32,806977;1588,448718;-651,373644;-82,091228;1535,016658
529;-232,950667;-78,88139;1492,831307;-382,540407;-55,205213;1480,459854;-505,859836;-75,365851;1500,830473;-98,119668;-32,640691;1588,329651;-650,911855;-82,371666;1532,601584
530;-232,393953;-77,918342;1491,666021;-382,139849;-54,496424;1479,712354;-505,541381;-75,213229;1499,498436;-98,018537;-32,477103;1588,116482;-650,624609;-82,717629;1530,358416
531;-231,502163;-76,711218;1489,808401;-381,637171;-53,596637;1478,647865;-505,252544;-74,977023;1498,343223;-97,921815;-32,379507;1587,927337;-650,581482;-83,183341;1528,489841
532;-230,847784;-75,712864;1488,08298;-381,111034;-52,749285;1477,505688;-504,802798;-74,518571;1497,189101;-97,759099;-32,215071;1587,832381;-650,392922;-83,426753;1526,531383
533;-230,510268;-74,829849;1486,751007;-380,801166;-51,966553;1476,732891;-504,342212;-74,024642;1496,052585;-97,548267;-31,879937;1587,742942;-649,987994;-83,614787;1524,649825
534;-230,142871;-73,844337;1485,419127;-380,58858;-51,258891;1476,164671;-504,057899;-73,719224;1494,929876;-97,385485;-31,498607;1587,617715;-649,670309;-83,856058;1523,171428
535;-229,792017;-72,808501;1484,288378;-380,410773;-50,871319;1475,715518;-503,939443;-73,550653;1494,080854;-97,40807;-31,171526;1587,510268;-649,49555;-84,055532;1521,975075
536;-229,59877;-71,792431;1483,626302;-380,332239;-50,782684;1475,331997;-503,862311;-73,344706;1493,594141;-97,48679;-30,81205;1587,512384;-649,242782;-84,091607;1521,039817
537;-229,606906;-70,843977;1483,226363;-379,918223;-49,638974;1474,87343;-503,569478;-72,874545;1493,167608;-97,50522;-30,456234;1587,542992;-648,774234;-83,357292;1520,110817
